ESS112, ENVIRONM & SUSTAIBTY STUDIES 112, Y, EMS, 100115, L, CFA, 050, 050, S, B, Intermediate Undergraduate, 1, 20111219, 150550, CBENJAMIN, X, X, X, , 
FSC138, SCIENCE EDUCATION 138, Y, EDU, 110307, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20111219, 143958, VMORTA, X, X, X, , 
FSC139, PRACTICAL PROJECT 139, Y, EDU, 110307, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20111219, 144021, VMORTA, X, X, X, , 
FSC140, COMPUTER STUDIES 140, Y, EDU, 110307, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20111219, 144044, VMORTA, X, X, X, , 
HRR113, RESEARCH PROJECT A 113, Y, EDU, 110307, L, FA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20111219, 112607, NSTEVENS, X, X, X, , 
HRR121, RESEARCH PROJECT B 121, Y, EDU, 110307, L, FA, 000, 000, Y, A, Lower Undergraduate; 1 year diploma, 1, 20111219, 112625, NSTEVENS, X, X, X, , 
MAE111, MATHEMATICS (B.ED) 111, Y, EDU, 110307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 1, 20111219, 144112, VMORTA, X, X, X, , 
MAE121, MATHEMATICS (B.ED) 121, Y, EDU, 110307, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 1, 20111219, 144133, VMORTA, X, X, X, , 
MAE211, MATHEMATICS (B.ED) 211, Y, EDU, 110307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 2, 20111219, 144156, VMORTA, X, X, X, , 
MAE221, MATHEMATICS (B.ED) 221, Y, EDU, 110307, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 2, 20111219, 144222, VMORTA, X, X, X, , 
MAE311, MATHEMATICS (B.ED) 311, Y, EDU, 110307, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20120116, 155435, ADANIELS, X, X, X, , 
MAE321, MATHEMATICS (B.ED) 321, Y, EDU, 110307, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 3, 20120116, 155443, ADANIELS, X, X, X, , 
SCI127, TECHNOLOGY EDUCATION 127, Y, EDU, 110307, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20111219, 112445, NSTEVENS, X, X, X, , 
ACG811, GLOBAL LEARNING (AL) 811, Y, EDU, 110501, L, CA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120507, 143046, VMORTA, X, X, X, , 
ACG812, CONTEXT AND PERSPECTIVES (AL) 812, Y, EDU, 110501, L, CA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120507, 143112, VMORTA, X, X, X, , 
ACG813, PROFESSIONAL PRACTICE (AL) 813), Y, EDU, 110501, L, CA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120507, 143129, VMORTA, X, X, X, , 
ACG814, CAPITA SELECTA (AL) 814, Y, EDU, 110501, L, FA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20120507, 143147, VMORTA, X, X, X, , 
ACG815, GLOBAL AND LOCAL LEARNING (AL) 815, Y, EDU, 110501, L, CA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120507, 143209, VMORTA, X, X, X, , 
ACG816, CAPITAL SELECTA (AL) 816, Y, EDU, 110501, L, FA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20120507, 143230, VMORTA, X, X, X, , 
ACG821, WORK AND LEARNING (AL) 821, Y, EDU, 110501, L, CA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120507, 143247, VMORTA, X, X, X, , 
ACG822, UNDERSTANDING RESEARCH (AL) 822, Y, EDU, 110501, L, CA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120507, 143317, VMORTA, X, X, X, , 
ADA101, SOCIAL TRANSFORMATION A/E A, Y, EDU, 110501, L, CFA, 000, 000, S, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 143413, VMORTA, X, X, X, , 
ADA102, SOCIAL TRANSFORMATION A/E B, Y, EDU, 110501, L, CFA, 000, 000, S, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 143428, VMORTA, X, X, X, , 
ADA111, SKILLS DEVELOPMENT W/L A, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 143512, VMORTA, X, X, X, , 
ADA112, SKILLS DEVELOPMENT W/L B, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 143532, VMORTA, X, X, X, , 
AET803, ADULT EDU MAG MINI-THESIS(1ST ENR), Y, EDU, 110501, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, VMORTA, X, X, , , 
AET804, ADULT EDU MAG MINI-THESIS(2ND ENR), Y, EDU, 110501, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, VMORTA, X, X, , , 
AET901, ADULT & CONT EDUC DOC (1ST ENROLM), Y, EDU, 110501, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110818, 123856, BBENJAMIN, X, X, , , 
AET902, ADULT & CONT EDUC DOC (2ND ENROLM), Y, EDU, 110501, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120507, 143554, VMORTA, X, X, X, , 
CAL111, THE CONTEXT OF ADULT LEARNING 111, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120629, 121821, ADANIELS, X, X, X, , 
CAL112, THE CONTEXT OF ADULT LEARNING 112, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120629, 121828, ADANIELS, X, X, X, , 
DWL101, PROFESSIONAL PRACTICES : W/L, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 143658, VMORTA, X, X, X, , 
DWL102, W/L AND ORGANISATION DEVELOPMENT, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 143712, VMORTA, X, X, X, , 
DWL105, SOCIAL TRANSFORMATION A/L A, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 143727, VMORTA, X, X, X, , 
DWL106, SOCIAL TRANSFORMATION A/L B, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 143800, VMORTA, X, X, X, , 
DWL108, DESIGN, FACILITATE AND ASSESS A/L A, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120629, 121842, ADANIELS, X, X, X, , 
DWL109, DESIGN, FACILITATE AND ASSESS A/L B, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120629, 121848, ADANIELS, X, X, X, , 
ETD111, ASSESSMENT PRACTICES A, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144239, VMORTA, X, X, X, , 
ETD121, ASSESSMENT PRACTICES B, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144300, VMORTA, X, X, X, , 
ETD122, CAPITAL SELECTA 1A, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144316, VMORTA, X, X, X, , 
ETD123, CAPITAL SELECTA 1B, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144335, VMORTA, X, X, X, , 
ETD124, CAPITAL SELECTA 2A, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144801, VMORTA, X, X, X, , 
ETD125, CAPITAL SELECTA 2B, Y, EDU, 110501, L, CFA, 000, 000, F, A, Lower Undergraduate; 1 year diploma, 1, 20120712, 102053, STOWFIE, X, X, X, , 
ETD126, DIVERSITY & CONFLICT MANAGEMENT A, Y, EDU, 110501, L, , 000, 000, S, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144820, VMORTA, X, X, X, , 
ETD127, DIVERSITY & CONFLICT MANAGEMENT B, Y, EDU, 110501, L, , 000, 000, S, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144831, VMORTA, X, X, X, , 
ETD128, RESEARCH METH FOR ADULT EDUCATORS A, Y, EDU, 110501, L, CA, 000, 000, S, A, Lower Undergraduate; 1 year diploma, 2, 20120507, 144844, VMORTA, X, X, X, , 
ETD129, RESEARCH METH FOR ADULT EDUCATORS B, Y, EDU, 110501, L, CA, 000, 000, S, A, Lower Undergraduate; 1 year diploma, 2, 20120507, 144857, VMORTA, X, X, X, , 
HCA133, TRAINING SB DEVELOPERS A, Y, EDU, 110501, L, CFA, 000, 000, S, A, Lower Undergraduate; 1 year diploma, 2, 20110818, 123856, JJCORNELISSEN, X, X, , , 
HCA134, TRAINING SB DEVELOPERS B, Y, EDU, 110501, L, CFA, 000, 000, S, A, Lower Undergraduate; 1 year diploma, 2, 20110818, 123856, JJCORNELISSEN, X, X, , , 
HCA135, TEACHING LITERACY A, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144915, VMORTA, X, X, X, , 
HCA136, TEACHING LITERACY B, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144929, VMORTA, X, X, X, , 
HTD111, COURSE DESIGN AND FACILITATION 111, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 144948, VMORTA, X, X, X, , 
HTD112, COURSE DESIGN AND FACILITATION 112, Y, EDU, 110501, L, CFA, 050, 050, F, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 145004, VMORTA, X, X, X, , 
HTD121, ORGANISING SKILLS & DEMOCRACY 121, Y, EDU, 110501, L, CFA, 000, 000, S, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 145023, VMORTA, X, X, X, , 
HTD122, ORGANISING SKILLS & DEMOCRACY 122, Y, EDU, 110501, L, CFA, 000, 000, S, A, Lower Undergraduate; 1 year diploma, 1, 20120507, 145038, VMORTA, X, X, X, , 
ACC122, INTRODUCTION TO SA ACCOUNTING 122, N, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20111020, 143330, NSTEVENS, X, X, , , 
ACC211, ACCOUNTING 211, Y, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 2, 20111220, 111108, NSTEVENS, X, X, X, , 
ACC237, ACC INFORMATION APPLICATIONS 237, Y, EMS, 100105, L, CFA, 040, 060, S, B, Intermediate Undergraduate, 2, 20110823, 154049, NSTEVENS, X, X, X, , 
ACC431, ACCOUNTING 431, Y, EMS, 100105, L, CFA, 040, 060, F, C, Higher Undergraduate, 4, 20110818, 123856, MENGEL, X, X, , , 
ACC706, ADVANCED TAXATION (ACC 706), Y, EMS, 100105, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MENGEL, X, X, , , 
ACC712, RESEARCH PROJECT (ACC 712), Y, EMS, 100105, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20110823, 154001, NSTEVENS, X, X, X, , 
ACC721, ADV FINANCIAL ACCOUNTING (ACC 721), Y, EMS, 100105, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MENGEL, X, X, , , 
ACC741, ADVANCED AUDITING (ACC 741), Y, EMS, 100105, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MENGEL, X, X, , , 
ACC751, ADV MANAGEMENT ACCOUNTING (ACC 751), Y, EMS, 100105, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, MENGEL, X, X, , , 
ACC801, ACCOUNTING (MAGISTER) (1ST ENROLM), N, EMS, 100105, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, NSTEVENS, X, X, , , 
ACC802, ACCOUNTING (MAGISTER)(2ND & FURTH), N, EMS, 100105, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, NSTEVENS, X, X, , , 
ACC901, ACCOUNTING EDUCATION DOCTORAL, N, EMS, 100105, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110818, 123856, NSTEVENS, X, X, , , 
ACC902, ACCOUNTING EDUCATION DOCTORAL 902, N, EMS, 100105, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110818, 123856, NSTEVENS, X, X, , , 
ACM131, ACCOUNTING FOR MANAGEMENT 131, Y, EMS, 100105, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 1, 20111020, 154603, NSTEVENS, X, X, X, , 
ACM132, ACCOUNTING FOR MANAGEMENT 132, Y, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20110818, 123856, MENGEL, X, X, , , 
ACM231, ACCOUNTING FOR MANAGEMENT 231, Y, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 2, 20110823, 153936, NSTEVENS, X, X, X, , 
ACM232, ACCOUNTING FOR MANAGEMENT 232, N, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 2, 20110919, 152836, NSTEVENS, X, X, , , 
ACM233, ACCOUNTING FOR MANAGEMENT 233, Y, EMS, 100105, L, CFA, 040, 060, S, B, Intermediate Undergraduate, 2, 20120509, 084815, VMORTA, X, X, X, , 
ACM255, ACCOUNTING FOR MANAGEMENT 255, N, EMS, 100105, L, CFA, 040, 060, S, B, Intermediate Undergraduate, 2, 20110818, 123856, NSTEVENS, X, X, , , 
ACM256, ACCOUNTING FOR MANAGEMENT 256, N, EMS, 100105, L, CFA, 040, 060, S, B, Intermediate Undergraduate, 2, 20110818, 123856, NSTEVENS, X, X, , , 
ACM257, ACCOUNTING FOR MANAGEMENT 257, N, EMS, 100105, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 2, 20110818, 123856, NSTEVENS, X, X, , , 
ACM258, ACCOUNTING FOR MANAGEMENT 258, N, EMS, 100105, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 2, 20110818, 123856, NSTEVENS, X, X, , , 
ACM355, ACCOUNTING FOR MANAGEMENT 355, N, EMS, 100105, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 2, 20110915, 120943, VMORTA, X, X, X, , 
ADM632, FINANCIAL PLANNING 632, Y, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 6, 20120131, 114909, VMORTA, X, X, A, , 
AUD236, AUDITING 236, Y, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, MENGEL, X, X, , , 
AUD316, AUDITING 316, Y, EMS, 100105, L, CFA, 040, 060, Y, B, Intermediate Undergraduate, 3, 20110820, 142554, CBENJAMIN, X, X, X, , 
AUD322, AUDITING 322, N, EMS, 100105, L, CFA, 000, 000, , B, Intermediate Undergraduate, 3, 20111124, 155006, CBENJAMIN, X, X, X, , 
AUD326, AUDITING 326, Y, EMS, 100105, L, CFA, 040, 060, Y, B, Intermediate Undergraduate, 3, 20110820, 142806, CBENJAMIN, X, X, X, , 
AUD327, AUDITING 327, N, EMS, 100105, L, CFA, 040, 060, Y, B, Intermediate Undergraduate, 3, 20110914, 142116, NSTEVENS, X, X, X, , 
BET211, BUSINESS ETHICS 211, Y, EMS, 100105, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 2, 20110818, 123856, MENGEL, X, X, , , 
CFM221, CORPORATE & FINANCIAL MNGT221, Y, EMS, 100105, L, CFA, 040, 060, S, B, Intermediate Undergraduate, 2, 20120723, 100624, CHOORN, X, X, X, , 
FIA131, FINANCIAL ACCOUNTING 131, Y, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 1, 20120717, 084906, MENGEL, X, X, X, , 
FIA132, FINANCIAL ACCOUNTING 132, Y, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20120717, 084906, MENGEL, X, X, X, , 
FIA212, FINANCIAL ACCOUNTING 212, N, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 2, 20110914, 142141, NSTEVENS, X, X, X, , 
FIA213, FINANCIAL ACCOUNTING 213, N, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 2, 20110914, 142159, NSTEVENS, X, X, X, , 
FIA214, FINANCIAL ACCOUNTING 214, Y, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 2, 20111221, 145715, CBENJAMIN, X, X, X, , 
FIA222, FINANCIAL ACCOUNTING 222, N, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110914, 142217, NSTEVENS, X, X, X, , 
FIA223, FINANCIAL ACCOUNTING 223, N, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110914, 142235, NSTEVENS, X, X, X, , 
FIA225, FINANCIAL ACCOUNTING 225, Y, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20111220, 110730, NSTEVENS, X, X, X, , 
FIA312, FINANCIAL ACCOUNTING 312, Y, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 3, 20120717, 084906, MENGEL, M, X, X, , 
FIA313, FINANCIAL ACCOUNTING 313, Y, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 3, 20120717, 084914, MENGEL, M, X, X, , 
FIA322, FINANCIAL ACCOUNTING 322, Y, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110820, 142029, CBENJAMIN, X, X, X, , 
FIA323, FINANCIAL ACCOUNTING 323, Y, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110820, 142044, CBENJAMIN, X, X, X, , 
FIA324, FINANCIAL ACCOUNTING 324, N, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110915, 122153, VMORTA, X, X, X, , 
MAC234, MANAGEMENT ACCOUNTING 234, Y, EMS, 100105, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 2, 20110823, 154131, NSTEVENS, X, X, X, , 
MAC314, MANAGEMENT ACCOUNTING 314, Y, EMS, 100105, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 3, 20110818, 123856, MENGEL, X, X, , , 
MAC324, MANAGEMENT ACCOUNTING 324, Y, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, MENGEL, X, X, , , 
MDP5483, ADVANCED TAXATION (ACC 706), Y, EMS, 100105, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110915, 125613, VMORTA, X, X, , , 
TAX228, TAXATION 228, Y, EMS, 100105, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, MENGEL, X, X, , , 
TAX318, TAXATION 318, Y, EMS, 100105, L, CFA, 040, 060, Y, B, Intermediate Undergraduate, 3, 20110820, 142359, CBENJAMIN, X, X, X, , 
TAX327, TAXATION 327, Y, EMS, 100105, L, CFA, 040, 060, Y, B, Intermediate Undergraduate, 3, 20111220, 110950, NSTEVENS, X, X, X, , 
TAX328, TAXATION 328, Y, EMS, 100105, L, CFA, 040, 060, Y, B, Intermediate Undergraduate, 3, 20110820, 142421, CBENJAMIN, X, X, X, , 
ACC681, FINANCIAL ACCOUNTING 681, Y, EMS, 100107, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 6, 20110818, 123856, MENGEL, M, X, , , 
ACC781, FINANCIAL ACCOUNTING 781, Y, EMS, 100107, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20110818, 123856, MENGEL, M, X, , , 
ACC782, FINANCIAL ACCOUNTING 782, Y, EMS, 100107, L, CFA, 000, 000, S, D, Preparatory Postgraduate; PG diploma, 7, 20110818, 123856, VMORTA, X, X, , , 
ADM604, ADVANCED FINANCIAL MANAGEMENT 604, Y, EMS, 100107, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, M, X, X, , 
ADM605, INVESTMENT MANAGEMENT 605, Y, EMS, 100107, L, CFA, 050, 000, F, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, M, X, X, , 
ADM606, FINANCIAL ANALYSIS 606, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, X, X, X, , 
ADM607, ENTREPRENEURSHIP&ENTERP DEV(ADM)607, Y, EMS, 100107, L, CFA, 050, 050, S, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, M, X, X, , 
ADM609, SME MANAGEMENT 609, N, EMS, 100107, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 6, 20111103, 093152, NSTEVENS, X, X, M, , 
ADM610, SME CONSULTING (ADM) 610, Y, EMS, 100107, L, CFA, 050, 050, Y, E, Lower Postgraduate, 6, 20120628, 112039, CHOORN, X, X, X, , 
ADM611, EMPLOYMENT LAW (ADM) 611, N, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 6, 20111020, 110302, NSTEVENS, X, X, , , 
ADM616, QUANTITATIVE ANALYSIS (ADM) 616, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, M, X, X, , 
ADM617, ECONOMICS FOR MANAGERS (ADM) 617, Y, EMS, 100107, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, M, X, X, , 
ADM618, PRINCIPLES OF MANAGEMENT (ADM)618, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 6, 20120628, 160622, CHOORN, M, X, X, , 
ADM619, PRINCIPLES OF MAN ACCOUNT (ADM) 619, Y, EMS, 100107, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, M, X, X, , 
ADM620, MARKETING (ADM) 620, Y, EMS, 100107, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 6, 20120629, 105222, CHOORN, M, X, X, , 
ADM622, FINANCIAL MANAGEMENT (ADM) 622, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, X, X, X, , 
ADM623, OPERATIONS MANAGEMENT (ADM) 623, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, X, X, X, , 
ADM626, CONTEMP BUS COMMUNICATION(ADM)626, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 6, 20120709, 155505, GHOBYANI, M, X, X, , 
ADM629, STRATEGIC MANAGEMENT (ADM) 629, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, X, X, X, , 
ADM631, TAX AND ESTATE PLANNING, N, EMS, 100107, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 6, 20110818, 123856, NSTEVENS, X, X, , , 
ADM647, BUSINESS INFORMATION SYSTEMS 647, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 6, 20120709, 155511, GHOBYANI, X, X, M, , 
ADM668, BUSINESS FINANCE 668, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 6, 20120628, 112039, CHOORN, X, X, X, , 
IEB131, INTRO TO ECONOMICS & BUSINESS, Y, EMS, 100107, L, CFA, 040, 060, F, B, Intermediate Undergraduate, 1, 20120628, 160356, CHOORN, M, X, X, , 
IEB133, INTRO: ECONOMY & BUSINESS (FND)133, Y, EMS, 100107, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 1, 20110915, 144450, VMORTA, X, X, M, , 
IEB134, INTRO:ECONOMY & BUSINESS (FND) 134, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20111219, 143041, VMORTA, X, X, X, , 
INT612, SHORT TERM INSURANCE 612, N, EMS, 100107, L, CFA, 000, 000, S, D, Preparatory Postgraduate; PG diploma, 6, 20110820, 143428, CBENJAMIN, X, X, X, , 
INT714, ADV SHORT TERM INSURANCE 714, N, EMS, 100107, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
IST309, MANAGEMENT 309, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20111212, 153459, MENGEL, M, M, M, , 
IST310, MANAGEMENT 310, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20111212, 153459, MENGEL, M, X, X, , 
IST611, PRINCIPLES SHORT TERM INSURANCE 611, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 6, 20111212, 153459, MENGEL, X, X, X, , 
IST712, INSURANCE SHORT TERM 712, Y, EMS, 100107, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20111212, 153459, MENGEL, X, X, X, , 
IST713, INSURANCE LONG TERM 713, Y, EMS, 100107, L, CFA, 060, 040, F, D, Preparatory Postgraduate; PG diploma, 7, 20111212, 153459, MENGEL, M, X, X, , 
LTI614, PRINCIPL ED LT INS & RETIREM PL 614, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 6, 20110818, 123856, NSOTENJWA, M, X, , , 
MAN131, MANAGEMENT 131, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 1, 20120626, 114927, CHOORN, M, X, X, , 
MAN132, MANAGEMENT 132, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20110818, 123856, MENGEL, X, X, , , 
MAN201, MANAGEMENT 201, Y, EMS, 100107, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 2, 20110818, 123856, MENGEL, X, X, , , 
MAN206, FINANCE FOR SMALL & MED ENTERPRISES, Y, EMS, 100107, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 2, 20110818, 123856, MENGEL, X, X, , , 
MAN231, MANAGEMENT 231, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 2, 20120626, 105022, CHOORN, X, X, X, , 
MAN233, MANAGEMENT 233, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, MENGEL, X, X, , , 
MAN234, MANAGEMENT 234, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, MENGEL, X, X, , , 
MAN235, MANAGEMENT 235, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 2, 20110818, 123856, MENGEL, X, X, , , 
MAN302, MANAGEMENT 302, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20111102, 111645, SNITSCKIE, X, X, X, , 
MAN303, MANAGEMENT 303, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, MENGEL, X, X, , , 
MAN304, MANAGEMENT 304, Y, EMS, 100107, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20110818, 123856, MENGEL, X, X, , , 
MAN305, MANAGEMENT 305, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20120626, 152027, CHOORN, M, X, X, , 
MAN306, MANAGEMENT 306, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20120710, 150307, NSOTENJWA, X, X, X, , 
MAN307, MANAGEMENT 307, Y, EMS, 100107, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 3, 20120710, 150307, NSOTENJWA, X, X, X, , 
