2012, EMS, 100115, ESS112, ENVIRONM & SUSTAIBTY STUDIES 112, S2, , 
2012, CHS, 100807, HEC381, RESEARCH METHODS FOR HUMAN ECOL 381, S2, , 
2012, CHS, 100807, HEC401, INTEGRATED HUMAN ECOLOGY PRAC 401, YR, , 
2012, CHS, 100807, HEC420, MICRO ENTERPRISE FOR HUMAN ECOL 420, S1, , 
2012, CHS, 100807, HEC430, HUMAN ECOLOGY 430, S1, , 
2012, CHS, 100807, HEC431, HUMAN ECOLOGY 431, S1, , 
2012, CHS, 100807, HEC440, MICRO ENTERPRISE FOR HUMAN ECOL 440, S1, , 
2012, CHS, 100807, HEC450, HOUSING 450, S2, , 
2012, CHS, 100807, HEC470, COMMUNITY DEVELOPMENT 470, YR, , 
2012, CHS, 100807, HEC480, RESEARCH METHODS FOR HUMAN ECOL 480, YR, , 
2012, CHS, 100807, HEC483, PROFESSIONAL ORIENTATION 483, S2, , 
2012, CHS, 100807, HEC801, HUMAN ECOLOGY MAG THESIS 801, YR, , 
2012, CHS, 100807, HEC802, HUMAN ECOLOGY MAG THESIS 802, YR, , 
2012, CHS, 100807, HEC803, MINI-THESIS H/E 803 (1ST ENR) 803, YR, , 
2012, CHS, 100807, HEC804, MINI-THESIS H/E 804(2ND ENR) 804, YR, , 
2012, CHS, 100807, HEC810, RESEARCH METHODS (H/E) 810, YR, , 
2012, CHS, 100807, HEC811, PHILOSOPHY AND ETHICS (H/E) 811, YR, , 
2012, CHS, 100807, HEC812, COMMUNITY DEVELOPMENT 812, YR, , 
2012, CHS, 100807, HEC813, FAMILIES AND COMMUNITIES 813, YR, , 
2012, CHS, 100807, HLP211, HEALTH PROMOTION 211 (DIET), T3, , 
2012, CHS, 100807, MCS213, METHOD OF CONSUMER STUDIES 213, S2, , 
2012, CHS, 100807, MCS314, METHOD OF CONSUMER STUDIES 314, S2, , 
2012, CHS, 100807, MCS411, METHOD OF CONSUMER STUDIES 411, YR, , 
2012, CHS, 100807, NUT141, NUTRITION 141, S1, , 
2012, CHS, 100807, NUT211, NUTRITION 211, S1, , 
2012, CHS, 100807, NUT221, NUTRITION 221, S2, , 
2012, CHS, 100807, NUT223, NUTRITION 223, S2, , 
2012, CHS, 100807, NUT239, NUTRITION 239, S2, , 
2012, CHS, 100807, NUT315, NUTRITIONAL MEDICINE 315, S1, , 
2012, CHS, 100807, NUT319, NUTRITION 319, S1, , 
2012, CHS, 100807, NUT344, NUTRITION EPIDEMIOLOGY 344, S2, , 
2012, CHS, 100807, NUT801, NUTRITION FULL THESIS 801, YR, , 
2012, CHS, 100807, NUT802, NUTRITION FULL THESIS 802, YR, , 
2012, CHS, 100807, NUT803, NUTRITION MINI THESIS 803, S1, , 
2012, CHS, 100807, NUT804, NUTRITION MINI THESIS 804, YR, , 
2012, CHS, 100807, NUT838, NUTRITIONAL POLICY & PLANNING 838, S1, , 
2012, CHS, 100807, NUT848, MICRONUTRIENTS 848, S1, , 
2012, CHS, 100807, NUT858, FOOD HABITS & COMMUNUCATION 858, S1, , 
2012, CHS, 100807, SRE742, SPORTS NUTRITION 742, S2, , 
2012, CHS, 100809, CUR111, CLINICAL NURSING (LAB) 111, YR, , 
2012, CHS, 100809, CUR214, INTRODUCTION TO MENTAL HEALTH 214, S2, , 
2012, CHS, 100809, CUR311, COMMUNITY HEALTH NURSING 311, S1, , 
2012, CHS, 100809, CUR312, COMMUNITY HEALTH NURSING 312, S1, , 
2012, CHS, 100809, CUR324, COMMUNITY HEALTH NURSING 324, S2, , 
2012, CHS, 100809, CUR325, COMMUNITY HEALTH NURSING 325, S2, , 
2012, CHS, 100809, CUR326, MIDWIFERY 326, T3, , 
2012, CHS, 100809, CUR327, MIDWIFERY 327, T4, , 
2012, CHS, 100809, CUR331, MIDWIFERY 331, T1, , 
2012, CHS, 100809, CUR332, MIDWIFERY 332, T2, , 
2012, CHS, 100809, CUR334, UNIT MANAGEMENT 334, S1, , 
2012, CHS, 100809, CUR336, UNIT MANAGEMENT 336, S2, , 
2012, CHS, 100809, HDP115, HEALTH DEV & PRIM HEALTH CARE(NURS), T2, , 
2012, CHS, 100809, IPC114, INTRO TO PHILOSOPHY OF CARE(NURS), T3, , 
2012, CHS, 100809, NAP811, CLINICAL PRAC ADV PSY PRACTITIONS, YR, , 
2012, CHS, 100809, NAP814, CHILD & ADOLESCENT M-HEALTH 814, S1, , 
2012, CHS, 100809, NAP815, COMMUNITY MENTAL HEALTH NURSING 815, S2, , 
2012, CHS, 100809, NAP816, FORENSIC NURSING GENDER VIOLENCE816, S2, , 
2012, CHS, 100809, NAP817, INTERGRATED MNGT CHILD ILLNESS 817, YR, , 
2012, CHS, 100809, NAP818, ADV HEALTH ASSESM & DIAGNOSTIC 818, YR, , 
2012, CHS, 100809, NAP819, WOMEN'S HEALTH 819, S2, , 
2012, CHS, 100809, NAP820, ADVANCED MIDWIFERY 820, S2, , 
2012, CHS, 100809, NAP821, ADV NEONATAL NURSING SC 821, S1, , 
2012, CHS, 100809, NAP822, ADV CLIN PRAC MIDWIF & NEONAT 822, YR, , 
2012, CHS, 100809, NAP823, EVIDENCE BASED DIDACTICS 823, S2, , 
2012, CHS, 100809, NAP826, ADV PHARM & TREATM MODALITIES 826, YR, , 
2012, CHS, 100809, NAP827, ADV MENTAL HEALTH MANAGEMENT 827, YR, , 
2012, CHS, 100809, NAP830, ADVANCED SPECIALIZ. MIDW.& NEON 830, YR, , 
2012, CHS, 100809, NRS211, NURSING 211, S1, , 
2012, CHS, 100809, NRS212, NURSING 212, S2, , 
2012, CHS, 100809, NRS313, CHILD HEALTH 313, S1, , 
2012, CHS, 100809, NRS324, CHILD HEALTH 324, S2, , 
2012, CHS, 100809, NRS401, GENDER VIOLENCE-PUBLIC HEALTH 401, S2, , 
2012, CHS, 100809, NRS411, PSYCHIATRIC NURSING 411, S1, , 
2012, CHS, 100809, NRS412, PSYCHIATRIC NURSING 412, S2, , 
2012, CHS, 100809, NRS421, RESEARCH METHODS 421, S2, , 
2012, CHS, 100809, NRS423, NURSING 423, S1, , 
2012, CHS, 100809, NUR111, FUNDAMENTAL NURSING SCIENCE 111, S1, , 
2012, CHS, 100809, NUR112, FUNDAMENTAL NURSING SCIENCE 112, S2, , 
2012, CHS, 100809, NUR801, NURSING MAGISTER THESIS 801, YR, , 
2012, CHS, 100809, NUR802, NURSING MAGISTER THESIS 802, YR, , 
2012, CHS, 100809, NUR803, NURSING MINI-THESIS (1ST) 803, YR, , 
2012, CHS, 100809, NUR804, NURSING MINI-THESIS (2ND) 804, YR, , 
2012, CHS, 100809, NUR814,  PD MANAGEMENT & SERVICE PROV  814, S1, , 
2012, CHS, 100809, NUR820, THEORY FOUND NURSING EDUCATION 820, S1, , 
2012, CHS, 100809, NUR821, CURRICULUM DEVELOPMENT 821, S2, , 
2012, CHS, 100809, NUR822, ISSUES IN HEALTH PROF. EDUC 822, S2, , 
2012, CHS, 100809, NUR823, TEACHING & LEARN METHODS 823, S1, , 
2012, CHS, 100809, NUR825, ADV QUALITATIVE RESEARCH METH 825, S2, , 
2012, CHS, 100809, NUR829, ADVANCED QUANTITATIVE RESEARCH, S1, , 
2012, CHS, 100809, NUR901, NURSING DOCTORAL THESIS 901, YR, , 
2012, CHS, 100809, NUR902, NURSING DOCTORAL THESIS 902, YR, , 
2012, CHS, 100811, HDP112, HEALTH,DEV & PRIM HEALTH CARE(O/T), T2, , 
2012, CHS, 100811, HLP213, HEALTH PROMOTION 213(O/T), T3, , 
2012, CHS, 100811, IPC111, INTRO TO PHILOSOPHY OF CARE(O/T), T3, , 
2012, CHS, 100811, KER201, KINESIOLOGY / ERGONOMICS 201, S2, , 
2012, CHS, 100811, OCS211, PSYCHIATRY 211, T2, , 
2012, CHS, 100811, OCS212, TRAUMA & DISEASE 212, T1, , 
2012, CHS, 100811, OCS311, PSYCHIATRY 311, T1, , 
2012, CHS, 100811, OCS312, NEUROLOGY 312, T1, , 
2012, CHS, 100811, OCS313, PAEDIATRICS 313, T2, , 
2012, CHS, 100811, OCS321, TRAUMA & DISEASE 321, T2, , 
2012, CHS, 100811, OCT105, INTRODUCTION TO HUMAN OCCUPATION102, S1, , 
2012, CHS, 100811, OCT117, INTRO TO OCCUPATION THERAPY 117, S2, , 
2012, CHS, 100811, OCT201, HUMAN OCCUPATION ADOLESCENTS 201, T1, , 
2012, CHS, 100811, OCT203, HUMAN OCCUPATION - OLDER ADULTS 203, T2, , 
2012, CHS, 100811, OCT211, OT TEENAGE PREGNANCY & HIV AIDS 211, T3, , 
2012, CHS, 100811, OCT212, OT AMPUTATIONS & SUBSTANCE USE 212, T1, , 
2012, CHS, 100811, OCT213, OT - RA AND DIABETES 213, T4, , 
2012, CHS, 100811, OCT214, OT - DEMENTIA 214, T2, , 
2012, CHS, 100811, OCT305, HUMAN OCCUPATION - ADULTS 305, T2, , 
2012, CHS, 100811, OCT307, HUMAN OCCUPATION - CHILDREN 307, T1, , 
2012, CHS, 100811, OCT315, OCCUPATIONAL THERAPY-NEUROLOGY 315, T1, , 
2012, CHS, 100811, OCT316, OCCUP THERAPY-MENTAL HEALTH 316, S1, , 
2012, CHS, 100811, OCT317, OCCUPATIONAL THERAPY-DEVELOPMENT317, T1, , 
2012, CHS, 100811, OCT319, OCCUPATIONAL THERAPY - TRAUMA 319, T2, , 
2012, CHS, 100811, OCT322, FIELDWORK II - ADULTS 322, T4, , 
2012, CHS, 100811, OCT324, FIELDWORK III - CHILDREN 324, T3, , 
2012, CHS, 100811, OCT407, HUMAN OCCUPATION 407, YR, , 
2012, CHS, 100811, OCT418, OCCUPATIONAL THERAPY 418, YR, , 
2012, CHS, 100811, OCT429, FW - INDIVIDUAL PROCESS MODEL 429, YR, , 
2012, CHS, 100811, OCT439, RESEARCH (OT) 439, YR, , 
2012, CHS, 100811, OCT459, FW - GROUP PROCESS MODEL 459, YR, , 
2012, CHS, 100811, OCT469, FW - COM PROJECT PROCESS MODEL 469, YR, , 
2012, CHS, 100811, OCT801, OCCUPATIONAL THERAPY 801, YR, , 
2012, CHS, 100811, OCT802, OCCUPATIONAL THERAPY 802, YR, , 
2012, CHS, 100811, OCT803,  O.T. MINI THESIS 803, YR, , 
2012, CHS, 100811, OCT804, O.T.MINI THESIS 804, YR, , 
2012, CHS, 100811, OCT812, COMMUNITY FOCUS OT 812, T3, , 
2012, CHS, 100813, HLP214, HEALTH PROMOTION 214(P/T), T3, , 
2012, CHS, 100813, HPC113, HEALTH DEV & PRIM HEALTH CARE(PT), T2, , 
2012, CHS, 100813, IPC116, INTRO TO PHILOSOPHY OF CARE(PT), T3, , 
2012, CHS, 100813, PHT100, PHYSIOTHERAPY TECHNIQUES I 100, S2, , 
2012, CHS, 100813, PHT110, P/THERAPY CLINICAL PRACTICE I 110, S2, , 
2012, CHS, 100813, PHT111, ANAL POSTURE/MOVE.ERGO&KINETICS 111, S1, , 
2012, CHS, 100813, PHT200, EXERCISE TO PROMOTE HEALTH 200, S2, , 
2012, CHS, 100813, PHT203, APPLIED PHYSIOTHERAPY 203, YR, , 
2012, CHS, 100813, PHT211, DISABILITY & REHABILITATION 211, T2, , 
2012, CHS, 100813, PHT245, MOVEMENT SCIENCE II 245, YR, , 
2012, CHS, 100813, PHT300, MEASURE HEALTH&ILL HEALTH PHYSIO300, T3, , 
2012, CHS, 100813, PHT303, APPLIED PHYSIOTHERAPY 303, YR, , 
2012, CHS, 100813, PHT310, COMMUNITY BASED REHABILITATION 310, T3, , 
2012, CHS, 100813, PHT311, P.TH. TECHNIQUES III 311, YR, , 
2012, CHS, 100813, PHT313, MOVEMENT SCIENCE III 313, YR, , 
2012, CHS, 100813, PHT314, PHYSIOTHERAPHY TECHNIQUES II 314, T4, , 
2012, CHS, 100813, PHT316, PHYSIO CLINICAL PRACTICE II 316, YR, , 
2012, CHS, 100813, PHT401, MANAGEMENT (PHYSIOTHERAPY) 401, YR, , 
2012, CHS, 100813, PHT402, ETHICS (PHYSIOTHERAPY) 402, T3, , 
2012, CHS, 100813, PHT403, APPLIED PHYSIOTHERAPY 403, YR, , 
2012, CHS, 100813, PHT404, RESEARCH PROJECT (PHYSIOTHERAPY)404, YR, , 
2012, CHS, 100813, PHT405, PHYSIO CLINICAL PRACTICE III 405, YR, , 
2012, CHS, 100813, PHT700, DISABILITY & REHAB (P/T) 700, S1, , 
2012, CHS, 100813, PHT702, REHAB OF CHILDREN (P/T) 702, S1, , 
2012, CHS, 100813, PHT704, RESEARCH PROJECT (RL) 704, S1, , 
2012, CHS, 100813, PHT705, MOVEMENT SCIENCE (P/T) 705, S2, , 
2012, CHS, 100813, PHT708, ORTHO MANUAL THERAPY(PHYSIO) 708, S1, , 
2012, CHS, 100813, PHT709, APPLIED EXERCISE SCIENCE (PT) 709, S2, , 
2012, CHS, 100813, PHT710, RESEARCH METHODOLOGY 710, YR, , 
2012, CHS, 100813, PHT807, EVID BASE PHYS PRACTICE 807, S2, , 
2012, CHS, 100813, PHT808, ADVANCED RESEARCH METHODOLOGY 808, S1, , 
2012, CHS, 100813, PTH701, HEALTH PROMOTION 701, YR, , 
2012, CHS, 100813, PTH801, PHYSIOTHERAPY MAG THESIS 801, YR, , 
2012, CHS, 100813, PTH802, PHYSIOTHERAPY MAG THESIS 802, YR, , 
2012, CHS, 100813, PTH803, PHYSIOTHERAPY MINI THESIS 803, YR, , 
2012, CHS, 100813, PTH804, PHYSIOTHERAPY MINI THESIS 804, YR, , 
2012, CHS, 100813, PTH901, PHYSIOTHERAPY DOCTORAL 901, YR, , 
2012, CHS, 100813, PTH902, PHYSIOTHERAPY DOCTORAL 902, YR, , 
2012, CHS, 100815, HLP212, HEALTH PROMOTION 211(PSYCH), T3, , 
2012, CHS, 100815, IPC113, INTRO TO PHILOSOPHY OF CARE(PSYCH), T3, , 
2012, EDU, 100815, MTL201, METHOD OF LIFE ORIENTATION 201, S1, , 
2012, EDU, 100815, MTL301, METHOD OF LIFE ORIENTATION 301, S1, , 
2012, CHS, 100815, PSY111, INTRO TO PSYCHOLOGY 111, T1, , 
2012, CHS, 100815, PSY112, BRAIN AND BEHAVIOUR 112, T2, , 
2012, CHS, 100815, PSY121, PSYCH OF CHILD DEVELOPMENT 121, T3, , 
2012, CHS, 100815, PSY123, INTRO TO RESEARCH METHODS 123, T4, , 
2012, CHS, 100815, PSY211, STUDY OF HUMAN DEVELOPMENT 211, S1, , 
2012, CHS, 100815, PSY213, INTRO TO PSYCHOPATHOLOGY 213, S2, , 
2012, CHS, 100815, PSY214, INTRO TO PSYCHOLOGICAL INTERVEN 214, S1, , 
2012, CHS, 100815, PSY221, QUAL RES METH & HEALTH SC 221, S2, , 
2012, CHS, 100815, PSY223, COMMUNITY PSYCHOLOGY 223, T3, , 
2012, CHS, 100815, PSY224, HEALTH PSYCHOLOGY 224, T4, , 
2012, CHS, 100815, PSY225, APP PSYCHOLOGICAL INTERVENTIONS 225, S2, , 
2012, CHS, 100815, PSY311, PSYCHOPATHOLOGY 311, S1, , 
2012, CHS, 100815, PSY312, INTRO TO PERSONALITY THEORY 312, S1, , 
2012, CHS, 100815, PSY313, ADVANCED PSYCHOMETRY 313, S1, , 
2012, CHS, 100815, PSY314, ADV APP PSYCHOLOGICAL INTERVEN 314, S2, , 
2012, CHS, 100815, PSY321, QUAN RES METH COMM & HEALTH SC 321, S2, , 
2012, CHS, 100815, PSY322, PSYCH SOC IDEN & SOC OPPRESSION 322, S2, , 
2012, CHS, 100815, PSY323, PSYCHOLOGY 323, S1, , 
2012, CHS, 100815, PSY326, APPLIED COMMUNITY PSYCHOLOGY 326, S2, , 
2012, CHS, 100815, PSY327, APPLIED HEALTH PSYCHOLOGY 327, S2, , 
2012, CHS, 100815, PSY401, PRACTICUM 401, S2, , 
2012, CHS, 100815, PSY411, APPLIED CHILD PSYCHOLOGY 411, S1, , 
2012, CHS, 100815, PSY412, APPLIED PSYCHOMETRY 412, S2, , 
2012, CHS, 100815, PSY413, ADVANCED PSYCHOPATHOLOGY 413, S1, , 
2012, CHS, 100815, PSY414, ADV PSYCHOLOGICAL INTERVENTIONS 414, S1, , 
2012, CHS, 100815, PSY421, RESEARCH PROJECT 421, YR, , 
2012, CHS, 100815, PSY422, PROJECT AND PRACTICE MANAGEMENT 422, T2, , 
2012, CHS, 100815, PSY427, CAPITA SELECTA 427, YR, , 
2012, CHS, 100815, PSY701, ADV.RESEARCH PROJECT(HONS.PSYCH)701, YR, , 
2012, CHS, 100815, PSY702, ABNORMAL PSYCHOLOGY (HONS.PSYCH)702, S2, , 
2012, CHS, 100815, PSY703, PSYCHOLOGICAL INTERVENTIONS 703, S1, , 
2012, CHS, 100815, PSY704, ADV QUANTITATIVE RES METH 704, S1, , 
2012, CHS, 100815, PSY705, PERSONALITY DEVELOPMENT(HONS.PSY705, S2, , 
2012, CHS, 100815, PSY706, HEALTH PSYCHOLOGY 706, S2, , 
2012, CHS, 100815, PSY707, SOCIAL PSYCHOLOGY (HONS.PSYCH) 707, S1, , 
2012, CHS, 100815, PSY708, COMMUNITY PSYCHOLOGY(HONS.PSYCH)708, S1, , 
2012, CHS, 100815, PSY709, PSYCHOLOGICAL ASSESSMENT 709, S2, , 
2012, CHS, 100815, PSY801, PSYCHOLOGY MAG THESIS 801, YR, , 
2012, CHS, 100815, PSY802, PSYCHOLOGY MAG THESIS 802, YR, , 
2012, CHS, 100815, PSY803, PSYCH MINI THESIS 803, YR, , 
2012, CHS, 100815, PSY804, PSYCH MINI THESIS 804, YR, , 
2012, CHS, 100815, PSY831, PHILOSOPHICAL & SOCIAL ISSUES 831, YR, , 
2012, CHS, 100815, PSY832, PROGRAMME EVALUATION 832, YR, , 
2012, CHS, 100815, PSY833, QUALITATIVE METHODOLOGIES 833, YR, , 
2012, CHS, 100815, PSY834, SURVEY RESEARCH METHODS 834, YR, , 
2012, CHS, 100815, PSY835, ADVANCED QUANTITATIVE TECHNOLOGY835, YR, , 
2012, CHS, 100815, PSY836, MEASUREMENT DESIGN & CONSTRUCTN 836, YR, , 
2012, CHS, 100815, PSY837, RESEARCH PROP & THES WRITING 837, YR, , 
2012, CHS, 100815, PSY839, CONTEXTUAL/COMMUNITY PSYCHOLOGY 839, YR, , 
2012, CHS, 100815, PSY840, HEALTH PSYCHOLOGY 840, YR, , 
2012, CHS, 100815, PSY842, SKILLS TRAINING 842, YR, , 
2012, CHS, 100815, PSY843, INTERVENTIONS 843, YR, , 
2012, CHS, 100815, PSY844, PSYCHODIAGNOSTIC & ASSESSMENT 844, YR, , 
2012, CHS, 100815, PSY901, PSYCHOLOGY DOCTORAL 901, YR, , 
2012, CHS, 100815, PSY902, PSYCHOLOGY DOCTORAL 902, YR, , 
2012, EDU, 100815, TML301, METHOD OF LIFE ORIENTATION 301, S1, , 
2012, EDU, 100815, TML302, METHOD OF LIFE ORIENTATION 302, S2, , 
2012, CHS, 100817, CFS801, MACS CFS- FULL THESIS 801, YR, , 
2012, CHS, 100817, CFS802, MACS CFS- FULL THESIS 802, YR, , 
2012, CHS, 100817, HDP113, INTRO TO PHILOSOPHY OF CARE(S/W), T3, , 
2012, CHS, 100817, HDP114, HEALTH,DEV & PRIM HEALTH CARE(S/W), T2, , 
2012, CHS, 100817, HLP215, HEALTH PROMOTION 223(S/W), T3, , 
2012, CHS, 100817, SCF801, CFS FULL THESIS 801, YR, , 
2012, CHS, 100817, SCF802, CFS FULL THESIS 802, YR, , 
2012, CHS, 100817, SCF803, CFS MINI THESIS 803, YR, , 
2012, CHS, 100817, SCF804, CFS MINI THESIS  804, YR, , 
2012, CHS, 100817, SCF811, ADV CLASS & CONT THEO ABOUT FAM 811, S1, , 
2012, CHS, 100817, SCF812, ADV QUANTITATIVE RESEARCH METH 812, S1, , 
2012, CHS, 100817, SCF813, ADV QUALITATIVE RESEARCH METH 813, S1, , 
2012, CHS, 100817, SCF835, PUBLIC POLICIES & PROGRAMMES 835, S2, , 
2012, CHS, 100817, SCF836, PARENT-CHILD INTERACTION 836, YR, , 
2012, CHS, 100817, SCF839, POVERTY STUDIES 839, YR, , 
2012, CHS, 100817, SCF841, CHILD PROTECTION 841, S2, , 
2012, CHS, 100817, SCF842, FAMILIES & HOUSEHOLDS 842, S2, , 
2012, CHS, 100817, SCF843, CONST. OF CHILDR & CHILDHOOD 843, S1, , 
2012, CHS, 100817, SCF844, YOUTH IN URBAN SOCIETY 844, YR, , 
2012, CHS, 100817, SCF845, CHILDREN'S RIGHTS, FAM & SOCIETY, YR, , 
2012, CHS, 100817, SCW010, CONTEXT. SOCIAL WORK (SF), S1, , 
2012, CHS, 100817, SCW011, CONTEXT SOCIAL WELFARE POLICY (SF), S2, , 
2012, CHS, 100817, SCW012, CONTEXT SOCIAL WORK PROCESESS (SF), S1, , 
2012, CHS, 100817, SCW013, PHILOSOPHY PROFESSIONAL S/W.  (SF), S2, , 
2012, CHS, 100817, SCW101, INTRODUCTION TO FIELDWORK 101, YR, , 
2012, CHS, 100817, SCW113, INTRODUCTION TO SOCIAL WORK 113, S1, , 
2012, CHS, 100817, SCW114, INTRODUCTION TO SOCIAL WORK 114, S1, , 
2012, CHS, 100817, SCW123, INTRODUCTION TO SOCIAL WORK 123, S2, , 
2012, CHS, 100817, SCW124, INTRODUCTION TO SOCIAL WORK 124, S2, , 
2012, CHS, 100817, SCW201, BASIC FIELDWORK 201, YR, , 
2012, CHS, 100817, SCW212, BASIC SOCIAL WORK 212, S1, , 
2012, CHS, 100817, SCW213, BASIC SOCIAL WORK 213, S1, , 
2012, CHS, 100817, SCW214, BASIC SOCIAL WORK 214, S2, , 
2012, CHS, 100817, SCW301, INTERMEDIATE FIELDWORK 301, YR, , 
2012, CHS, 100817, SCW312, INTERMEDIATE SOCIAL WORK 312, S1, , 
2012, CHS, 100817, SCW313, INTERMEDIATE SOCIAL WORK 313, S1, , 
2012, CHS, 100817, SCW314, INTERMEDIATE SOCIAL WORK 314, S2, , 
2012, CHS, 100817, SCW315, INTERMEDIATE SOCIAL WORK 315, S2, , 
2012, CHS, 100817, SCW401, ADVANCED FIELDWORK 401, S2, , 
2012, CHS, 100817, SCW406, ADVANCED SOCIAL WORK 406, YR, , 
2012, CHS, 100817, SCW411, ADVANCED SOCIAL WORK 411, S1, , 
2012, CHS, 100817, SCW412, ADVANCED SOCIAL WORK 412, S1, , 
2012, CHS, 100817, SCW413, ADVANCED SOCIAL WORK 413, S1, , 
2012, CHS, 100817, SCW414, ADVANCED SOCIAL WORK 414, S1, , 
2012, CHS, 100817, SCW415, ADVANCED SOCIAL WORK 415, S1, , 
2012, CHS, 100817, SCW801, SOCIAL WORK MAG THESIS 801, YR, , 
2012, CHS, 100817, SCW802, SOCIAL WORK MAG THESIS 802, YR, , 
2012, CHS, 100817, SCW803, SOCIAL WORK MINI THESIS MAG 803, YR, , 
2012, CHS, 100817, SCW804, SOCIAL WORK MINI-THESIS 804, YR, , 
2012, CHS, 100817, SCW809, SOCIAL WORK PRACTICUM (MAGISTER)809, YR, , 
2012, CHS, 100817, SCW811, SOCIO CLIN SOC WORK PRACT (MAG) 811, S2, , 
2012, CHS, 100817, SCW816, SOC WORK : DEVELOPMENT CONTEXT 816, S2, , 
2012, CHS, 100817, SCW901, SOCIAL WORK DOCTORAL 901, YR, , 
2012, CHS, 100817, SCW902, SOCIAL WORK DOCTORAL 902, YR, , 
2012, CHS, 100819, HMS121, HEALTH DEV & PRIM HEALTH CARE(HMS), T2, , 
2012, CHS, 100819, IPC115, INTRO TO PHILOSOPHY OF CARE(HMS), T3, , 
2012, CHS, 100819, SRE101, PRACTICAL (SRE 101), S1, , 
2012, CHS, 100819, SRE102, PRACTICAL (SRE 102), S2, , 
2012, CHS, 100819, SRE111, THEORY (SRE 111), S1, , 
2012, CHS, 100819, SRE113, FUNDAMENTAL OF EXEC PHYS 113, S2, , 
2012, CHS, 100819, SRE211, PRINCIPLES:SPORT MANAGEMENT 211, S1, , 
2012, CHS, 100819, SRE216, THEORY:EVALUATION &  MEASUREMENT216, S1, , 
2012, CHS, 100819, SRE217, THEORY:EXERCISE PHYSIOLOGY 217, S2, , 
2012, CHS, 100819, SRE221, SPORT IN SOCIETY 221, S2, , 
2012, CHS, 100819, SRE224, SPORT RECR EXERCISE (SRE 224 PRACT), S2, , 
2012, CHS, 100819, SRE236, THEORY:MOTOR CONTROL&DEVELOPMENT236, S1, , 
2012, CHS, 100819, SRE237, THEORY:RECREATION 237, S1, , 
2012, CHS, 100819, SRE238, THEORY:SPORT PSYCHOLOGY 238, S2, , 
2012, CHS, 100819, SRE311, SPORT RECR EXERCISE (SRE 311 PRACT), S2, , 
2012, CHS, 100819, SRE312, THEORY : BIOMECHANICS 312, S2, , 
2012, CHS, 100819, SRE313, THEORY : IMPAIRED MOTOR CONTROL 313, S1, , 
2012, CHS, 100819, SRE315, THEORY : MANAGEMENT OF SPORT 315, S2, , 
2012, CHS, 100819, SRE316, SPORT SAFETY 316, S1, , 
2012, CHS, 100819, SRE317, SPORT AND COMMUNITY DEV. 317, S2, , 
2012, CHS, 100819, SRE318, ADVANCED EXERCISE PHYSIOLOGY 318, S2, , 
2012, CHS, 100819, SRE322, SPORT RECR EXERCISE (SRE 322 PRACT), S1, , 
2012, CHS, 100819, SRE324, SPORT RECR EXERCISE (SRE 324 PRACT), S2, , 
2012, CHS, 100819, SRE325, SPORT RECR EXERCISE (SRE 325 PRACT), S2, , 
2012, CHS, 100819, SRE326, SPORT RECR EXERCISE (SRE 326 PRACT), S2, , 
2012, CHS, 100819, SRE327, SPORT RECR EXERCISE (SRE 327 PRACT), S2, , 
2012, CHS, 100819, SRE328, SPORT RECR EXERCISE (SRE 328 PRACT), S1, , 
2012, CHS, 100819, SRE329, SPORT RECR EXERCISE (SRE 329 PRACT), S1, , 
2012, CHS, 100819, SRE330, SPORT RECR EXERCISE (SRE 330 PRACT), S1, , 
2012, CHS, 100819, SRE331, SPORT RECR EXERCISE (SRE 331 PRACT), S1, , 
2012, CHS, 100819, SRE702, RESEARCH PROJECT (HMS 702), YR, , 
2012, CHS, 100819, SRE706, RESEARCH METHODS 706, S1, , 
2012, CHS, 100819, SRE711, APPLIED SPORT & REC MAN (HMS 711), YR, , 
2012, CHS, 100819, SRE712, SPORT & REC PROJECT MAN (HMS 712), S2, , 
2012, CHS, 100819, SRE713, PSYCHOLOGY OF PE & SPORT (HMS 713), S1, , 
2012, CHS, 100819, SRE715, REC & LEISURE-TIME STUD (HMS 715), S1, , 
2012, CHS, 100819, SRE716, KINANTHROPOMETRY (HMS 716), S1, , 
2012, CHS, 100819, SRE717, EXERCISE PHYSIOLOGY (HMS 717), S1, , 
2012, CHS, 100819, SRE718, MOTOR CONTROL & LEARNING (HMS 718), S1, , 
2012, CHS, 100819, SRE723, PSYCHOLOGY OF PE & SPORT (SRE723), S2, , 
2012, CHS, 100819, SRE725, REC & LEISURE-TIME STUD (HMS 725), S2, , 
2012, CHS, 100819, SRE726, KINANTHROPOMETRY (HMS 726), S2, , 
2012, CHS, 100819, SRE727, EXERCISE PHYSIOLOGY (HMS 727), S2, , 
2012, CHS, 100819, SRE728, MOTOR CONTROL & LEARNING (HMS 728), S2, , 
2012, CHS, 100819, SRE730, BIOKENETICS 730, YR, , 
2012, CHS, 100819, SRE731, PHYSICAL EVALUATION 731, S1, , 
2012, CHS, 100819, SRE732, PHYSICAL EVALUATION 732, S2, , 
2012, CHS, 100819, SRE733, EXERCISE TESTING & PRESCRIPTION 733, S1, , 
2012, CHS, 100819, SRE735, CHRONIC DISEASE AND DISABILITY 735, S2, , 
2012, CHS, 100819, SRE736, ANATOMY AND KINANTHROPOMETRY 736, S1, , 
2012, CHS, 100819, SRE737, BIOKINETICS PRACTICE 737, S1, , 
